Checkouts,Temp,Humidity,Rain_Intensity,Rain_Total,Hour,DOY,Weekday,Cubs_Game
11,-3.2,63,0,92.7,20,343,THURSDAY,X
32,16.8,88,0,346.4,22,274,FRIDAY,X
47,24.9,91,0,225.2,7,226,SATURDAY,D
25,8.3,82,0,22.2,13,126,THURSDAY,N
68,18.6,67,0,400.2,20,292,TUESDAY,X
47,-0.8,68,0,4.8,17,39,MONDAY,X
6,24.1,83,0.6,157.2,1,204,FRIDAY,X
10,4.9,95,0,55.9,20,83,WEDNESDAY,X
77,30.7,42,0,133.9,13,196,THURSDAY,X
2,-0.9,72,0,40.1,23,13,WEDNESDAY,X
9,22.7,82,0,201.3,1,214,MONDAY,N
1,-4.2,73,0,92.7,2,344,FRIDAY,X
49,12,58,0,14.7,18,50,FRIDAY,X
32,7.8,89,0,9.3,16,8,FRIDAY,X
72,5.6,79,0,9.6,18,88,MONDAY,X
11,-4.3,71,0,42.8,12,21,THURSDAY,X
2,12.8,69,0,402.4,4,297,SUNDAY,X
25,13.9,36,0,54.9,14,76,WEDNESDAY,X
149,24.7,68,0,26.4,11,149,SATURDAY,D
195,22.6,44,0,316.8,12,255,SUNDAY,X
1,1.8,69,0,127.5,1,358,FRIDAY,X
1,7.1,81,0,40.1,2,15,FRIDAY,X
28,-0.4,67,0,6.5,16,4,MONDAY,X
128,23.7,72,0,194.5,8,208,TUESDAY,X
106,8.9,80,0,27.7,7,320,TUESDAY,X
3,21.9,58,0,353.9,1,280,THURSDAY,X
67,21.1,88,0,328.4,22,267,FRIDAY,D
41,6.1,59,0,6.6,19,7,THURSDAY,X
4,-7.4,82,0.6,9.9,17,45,SUNDAY,X
193,23.9,54,0,17.4,18,306,TUESDAY,X
13,22.3,41,0,83.1,0,182,THURSDAY,X
71,7.6,65,0,44.4,12,30,SATURDAY,X
10,10.6,88,0,3,15,97,WEDNESDAY,X
3,-3.3,82,0.6,28.8,15,61,TUESDAY,X
60,19,60,0,254.9,6,235,MONDAY,X
63,25.4,68,0,83.1,9,187,TUESDAY,D
4,27.5,66,0,201.4,4,224,THURSDAY,N
71,26,68,0,201.4,11,222,TUESDAY,N
171,29.7,63,0,239.3,17,231,THURSDAY,D
0,-14.9,57,0,120.7,4,350,THURSDAY,X
89,33.5,52,0,305.6,16,250,TUESDAY,X
4,0.1,71,0,19.4,4,58,SATURDAY,X
12,24,81,14.4,240.8,0,232,FRIDAY,X
1,-8.8,80,0,127.5,4,353,SUNDAY,X
55,13.2,66,0,48.4,9,141,FRIDAY,X
5,11.1,91,0,13.1,0,301,THURSDAY,X
3,9.7,71,0,5.4,3,87,SUNDAY,X
0,7.2,93,0.6,17.1,3,119,THURSDAY,D
216,23.6,72,0,305.6,14,248,SUNDAY,D
68,1.7,50,0,19.4,17,57,FRIDAY,X
68,9.4,73,0,3.5,8,107,SATURDAY,D
1,20.3,63,0,26.4,2,152,TUESDAY,N
18,21.6,70,0,305.6,1,247,SATURDAY,D
60,4.3,76,0,5.4,7,98,THURSDAY,X
249,27.8,61,0,81,13,177,SATURDAY,X
8,17.2,72,0,316.8,6,255,SUNDAY,X
11,16.1,91,0,353.9,4,276,SUNDAY,X
2,-6.6,53,0,127.5,4,355,TUESDAY,X
35,23.6,67,0,201.4,5,222,TUESDAY,N
2,16.2,29,0,48.4,1,141,FRIDAY,X
5,6.6,57,0,32.1,22,323,FRIDAY,X
13,10.1,76,0,3.5,23,110,TUESDAY,X
32,23.8,75,0,225.2,7,227,SUNDAY,N
17,19.4,86,0,328.4,6,268,SATURDAY,D
47,22.2,61,0,134,23,198,SATURDAY,D
53,17.1,88,0,346.3,13,274,FRIDAY,X
56,19,82,0,353.9,13,278,TUESDAY,X
111,10.3,57,0,23.5,18,128,SATURDAY,D
4,23.3,83,0,296.8,5,241,SUNDAY,X
70,22.7,66,0,59,10,166,TUESDAY,X
6,-12.9,63,0,34.5,20,10,SUNDAY,X
142,27.4,58,0,201.4,21,222,TUESDAY,N
72,14,35,0,54.9,18,76,WEDNESDAY,X
8,-1.2,69,0,14.7,22,48,WEDNESDAY,X
0,2.7,72,0,127.5,2,357,THURSDAY,X
10,-2.3,70,0,42.8,21,21,THURSDAY,X
35,10.4,65,0,27.7,11,316,FRIDAY,X
5,1.9,85,0,129.3,21,359,SATURDAY,X
22,4.2,75,0,46,20,32,MONDAY,X
140,10.3,33,0,3.5,18,102,MONDAY,N
167,22.3,72,0,124.9,10,192,SUNDAY,X
2,2.5,86,0,129.3,15,360,SUNDAY,X
18,3.4,81,0,6.6,13,98,THURSDAY,X
3,17.3,79,0,353.9,1,277,MONDAY,X
0,3.5,64,0,22.8,2,60,MONDAY,X
7,5.4,57,0,34.1,0,328,WEDNESDAY,X
68,28.1,34,0,0,12,145,TUESDAY,X
3,12.5,92,3,132.7,5,361,MONDAY,X
84,12.7,69,0,26,9,310,SATURDAY,X
0,25.3,66,0,194.6,3,209,WEDNESDAY,N
181,14.9,81,0,49.1,17,159,TUESDAY,X
3,23.7,73,0,201.4,1,221,MONDAY,X
31,8.3,86,0,34.8,19,72,SATURDAY,X
177,20.9,75,0,305.6,19,245,THURSDAY,N
64,2.3,69,0,92.7,18,341,TUESDAY,X
138,16.8,57,0,26,11,310,SATURDAY,X
8,-1.5,55,0,32.4,3,325,SUNDAY,X
3,21.9,57,0,353.9,2,280,THURSDAY,X
140,24.6,66,0,201.3,19,219,SATURDAY,X
79,27.9,62,0,157.4,10,204,FRIDAY,X
256,24.4,69,0,138.7,18,200,MONDAY,N
237,21.1,48,0,83.1,12,184,SATURDAY,X
158,23.7,43,0,254.9,18,234,SUNDAY,X
67,26,66,0,316.8,14,257,TUESDAY,X
128,29.1,62,0,138.7,20,202,WEDNESDAY,D
18,-0.1,58,0,92.7,14,342,WEDNESDAY,X
28,24.4,88,0,83,8,178,SUNDAY,X
28,29.7,62,0,201.3,23,217,THURSDAY,X
27,29.5,70,0,157.4,1,205,SATURDAY,X
46,-2.4,79,0,12.4,7,47,TUESDAY,X
4,7.2,57,0,402.4,5,296,SATURDAY,X
164,24.6,86,0,194.6,7,210,THURSDAY,N
146,28,70,0,201.3,16,216,WEDNESDAY,D
195,28.4,70,0,225.2,11,226,SATURDAY,D
66,12.4,39,0,29.4,13,94,SUNDAY,X
80,15.9,66,0,376.5,12,284,MONDAY,X
96,19.2,33,0,29.4,16,94,SUNDAY,X
1,8.1,59,0,3.5,3,105,THURSDAY,N
162,19.8,93,0,328.4,8,267,FRIDAY,D
2,-14,45,0,6.8,6,44,SATURDAY,X
108,25.4,69,0,232.6,20,229,TUESDAY,D
73,30.9,40,0,59,21,162,FRIDAY,X
40,15.1,95,0,19.4,15,307,WEDNESDAY,X
1,3.2,85,0,46,1,33,TUESDAY,X
6,-5.1,74,0,123.4,17,352,SATURDAY,X
33,21.9,86,0,117.6,9,188,WEDNESDAY,D
27,6.5,49,0,1,10,101,SUNDAY,X
5,17.1,52,0,26,0,313,TUESDAY,X
18,4.9,94,0,55.9,18,83,WEDNESDAY,X
59,18.1,48,0,391.3,20,288,FRIDAY,X
260,12.8,65,0,26,11,309,FRIDAY,X
5,-2,70,0,6.3,1,3,SUNDAY,X
7,15.3,73,0,391.3,2,289,SATURDAY,X
11,6.4,86,0,20.5,23,120,FRIDAY,D
0,1.8,85,0,129.3,3,360,SUNDAY,X
164,15.1,36,0,14.7,15,51,SATURDAY,X
8,-13.4,57,0,41.8,20,18,MONDAY,X
32,11,70,0,17.4,21,304,SUNDAY,X
12,5.3,88,0,44.2,20,25,MONDAY,X
16,5.3,74,0,70.7,10,336,THURSDAY,X
151,24.8,88,0,297.5,17,242,MONDAY,N
50,20.8,52,0,27.7,20,322,THURSDAY,X
48,22.9,84,0,201.3,23,212,SATURDAY,D
74,26.8,79,0,201.4,14,223,WEDNESDAY,N
29,6.9,90,0,49,9,75,TUESDAY,X
104,23.8,87,0,197.6,12,211,FRIDAY,D
9,13.6,65,0,26,2,310,SATURDAY,X
123,14.2,62,0,376.5,18,282,SATURDAY,X
71,17.8,83,0,345.9,16,273,THURSDAY,X
0,4.2,76,0,70.7,2,337,FRIDAY,X
81,25.5,83,0,201.3,15,218,FRIDAY,X
11,-1.9,70,0,6.3,13,1,FRIDAY,X
10,11.4,69,0,5.5,17,87,SUNDAY,X
10,9.3,51,0,135.1,17,361,MONDAY,X
1,7.9,55,0,32,4,97,WEDNESDAY,X
66,29,63,0,201.3,13,217,THURSDAY,X
58,1.8,77,0,23,17,60,MONDAY,X
6,26.8,74,0,266.1,0,238,THURSDAY,X
10,5.6,95,0.6,39.7,12,73,SUNDAY,X
193,33.2,53,0,305.6,17,250,TUESDAY,X
0,5.8,61,0,4.8,4,38,SUNDAY,X
92,25.5,64,0,305.6,9,249,MONDAY,X
5,-8,41,0,6.8,21,44,SATURDAY,X
2,6.2,86,0,12.8,4,114,SATURDAY,X
6,1.5,89,2.4,104.1,16,346,SUNDAY,X
40,18.3,74,0,34.7,12,69,WEDNESDAY,X
211,18.1,29,0,0,14,142,SATURDAY,X
2,19.7,58,0,254.9,2,235,MONDAY,X
18,9.1,69,0,40.1,20,14,THURSDAY,X
7,-6.2,73,0,120.4,20,347,MONDAY,X
163,27.3,71,0,201.4,19,223,WEDNESDAY,N
1,-4.6,75,0,120.4,0,348,TUESDAY,X
12,2.9,80,0,129.3,8,359,SATURDAY,X
7,24.4,83,0,157.4,4,204,FRIDAY,X
75,6.2,76,0,5.4,16,86,SATURDAY,X
29,5.8,59,0,4.8,18,37,SATURDAY,X
0,-13.9,63,0,39.5,2,13,WEDNESDAY,X
5,24.7,92,0,225.1,4,226,SATURDAY,D
10,-0.4,64,0,92.7,21,341,TUESDAY,X
26,11,68,0,27.7,10,314,WEDNESDAY,X
119,8.8,76,0,12.8,17,114,SATURDAY,X
185,20.3,83,0,328.4,13,268,SATURDAY,D
48,11.9,67,0,3.5,13,111,WEDNESDAY,X
23,0,66,0,6.3,12,3,SUNDAY,X
19,-2.8,72,0,4.7,6,35,THURSDAY,X
27,-9.7,56,0,6.8,8,41,WEDNESDAY,X
54,17.4,56,0,329.6,9,270,MONDAY,X
47,-0.8,64,0,6.5,18,4,MONDAY,X
50,22.8,47,0,27.7,15,322,THURSDAY,X
34,2.4,75,0,55.8,6,81,MONDAY,X
2,1.7,87,0,129.3,11,360,SUNDAY,X
29,0.2,62,0,43.2,18,22,FRIDAY,X
36,23.3,75,0,327.5,13,265,WEDNESDAY,N
12,-5,67,0,29,20,61,TUESDAY,X
29,18.9,45,0,329.6,10,270,MONDAY,X
23,25.7,76,0,233.3,5,231,THURSDAY,D
27,16.4,73,0,339.6,19,272,WEDNESDAY,X
53,22.5,85,0,201.3,23,213,SUNDAY,N
0,-1.9,60,0,43.2,5,24,SUNDAY,X
8,6.4,77,0,38.9,23,331,SATURDAY,X
9,-13.6,49,0,41.8,14,17,SUNDAY,X
63,22,84,0,319.2,9,264,TUESDAY,N
0,7,76,7.2,44.2,2,333,MONDAY,X
15,20.4,59,0,22.2,6,128,SATURDAY,D
2,5,88,0,36.5,5,328,WEDNESDAY,X
1,-4.8,84,0.6,124.4,21,352,SATURDAY,X
251,22.9,53,0,254.9,13,234,SUNDAY,X
67,14.5,50,0,0,21,143,SUNDAY,X
46,29.4,60,0,59,0,164,SUNDAY,X
62,24.3,80,0,225.2,13,228,MONDAY,X
5,-12.2,50,0,120.7,21,349,WEDNESDAY,X
22,4.8,68,0,70.7,14,335,WEDNESDAY,X
1,-16.6,53,0,41.8,1,18,MONDAY,X
6,7.4,96,0,5.5,23,121,SATURDAY,X
2,7.2,82,0,38.9,2,329,THURSDAY,X
20,5.9,96,0,49,15,74,MONDAY,X
34,15.4,41,0,55.8,14,82,TUESDAY,X
155,22.3,64,0,305,19,244,WEDNESDAY,N
0,23.8,63,0,376.4,2,281,FRIDAY,X
64,20.4,66,0,26.4,9,152,TUESDAY,N
17,8.7,70,0,12.8,0,115,SUNDAY,X
27,23.1,89,8.4,234.9,7,231,THURSDAY,D
50,6.9,95,0,49,16,74,MONDAY,X
44,-0.1,61,0,6.5,7,6,WEDNESDAY,X
62,27.8,67,0,117.6,22,188,WEDNESDAY,D
64,24.4,58,0,400.2,13,292,TUESDAY,X
46,12.7,71,0,17.4,14,305,MONDAY,X
25,7.2,87,0,37.5,12,328,WEDNESDAY,X
198,32.7,54,0,305.6,18,250,TUESDAY,X
152,28.5,57,0,328.4,18,269,SUNDAY,N
72,22.6,64,0,376.4,11,281,FRIDAY,X
2,-0.4,60,0,135.1,1,362,TUESDAY,X
46,-1.4,73,0,14.7,8,49,THURSDAY,X
207,27.1,46,0,26.4,16,150,SUNDAY,D
12,-6.9,55,0,6.8,12,45,SUNDAY,X
33,3.2,68,0,28.7,10,93,SATURDAY,X
81,31.6,55,0,124.9,13,194,TUESDAY,X
103,21.2,51,0,83.1,19,184,SATURDAY,X
53,31.4,35,0,83.1,11,179,MONDAY,X
11,6.8,61,0,31.7,22,96,TUESDAY,X
1,23.5,45,0,319.2,3,263,MONDAY,N
95,19.7,78,0,353.9,16,278,TUESDAY,X
75,4.3,59,0,70.7,17,337,FRIDAY,X
10,5.3,65,0,34,22,327,TUESDAY,X
19,20,57,0,316.8,5,256,MONDAY,X
61,21.8,82,0,400.2,6,291,MONDAY,X
4,12.8,56,0,3.5,5,107,SATURDAY,D
49,11.8,67,0,27.7,6,316,FRIDAY,X
56,32.5,32,0,83.1,12,179,MONDAY,X
106,17,85,0,353.9,8,277,MONDAY,X
4,-8,78,1.2,7.2,13,45,SUNDAY,X
130,23.2,74,0,241.6,7,232,FRIDAY,X
22,9.9,62,0,44.5,22,30,SATURDAY,X
77,22.8,71,0,328.4,6,266,THURSDAY,X
4,-2,64,0,135.1,5,362,TUESDAY,X
120,22.3,77,0,20.8,7,148,FRIDAY,D
6,24.2,67,0,138.7,4,201,TUESDAY,N
192,28,63,0,305.6,11,249,MONDAY,X
6,17.8,39,0,0,4,143,SUNDAY,X
76,28.1,71,0,266.1,21,237,WEDNESDAY,X
58,23.6,48,0,316.8,11,256,MONDAY,X
5,5.5,92,0,25.8,1,92,FRIDAY,X
35,6,92,0,14.1,16,117,TUESDAY,N
0,25.3,80,0,117.6,2,189,THURSDAY,N
22,6.1,68,0,34.8,21,71,FRIDAY,X
80,20.3,55,0,27.7,19,322,THURSDAY,X
218,22.4,67,0,13.2,16,303,SATURDAY,X
23,9.5,41,0,3.5,14,102,MONDAY,N
29,19.3,91,0,400.2,8,290,SUNDAY,X
175,32.9,34,0,58.9,17,162,FRIDAY,X
21,9.3,68,0,27.7,21,316,FRIDAY,X
27,27.2,74,0,266.1,23,237,WEDNESDAY,X
25,2.2,63,0,32.4,14,326,MONDAY,X
24,-1,91,2.4,14,18,47,TUESDAY,X
61,22,66,0,124.9,23,191,SATURDAY,X
20,11.7,69,0,27.7,23,313,TUESDAY,X
202,23.7,45,0,254.9,16,234,SUNDAY,X
51,12.2,85,0,27.7,20,321,WEDNESDAY,X
77,24.9,81,0,232.6,12,229,TUESDAY,N
29,16.9,89,1.8,345.7,13,273,THURSDAY,X
2,5.5,90,0,14.4,5,9,SATURDAY,X
0,7.5,91,0,15.9,2,119,THURSDAY,D
62,24.5,65,0,201.4,9,221,MONDAY,X
210,31.5,52,0,124.9,18,193,MONDAY,X
1,4.6,75,0,44.4,5,30,SATURDAY,X
0,15.1,71,0,49.1,3,160,WEDNESDAY,X
9,-0.8,74,0,12.4,12,47,TUESDAY,X
10,7.2,79,0,40.1,5,15,FRIDAY,X
222,22.6,54,0,47.8,16,155,FRIDAY,D
2,9.2,93,0.6,21.9,4,125,WEDNESDAY,X
141,33.6,38,0,59,17,163,SATURDAY,X
9,18,87,0,54,0,162,FRIDAY,X
24,8.4,52,0,402.4,23,295,FRIDAY,X
9,-11.2,54,0,127.5,15,353,SUNDAY,X
22,22.2,53,0,134,3,199,SUNDAY,D
0,19.6,70,0,17.4,2,307,WEDNESDAY,X
3,28.1,61,0,68.9,2,172,MONDAY,N
7,-9.3,53,0,6.8,22,41,WEDNESDAY,X
23,-0.5,50,0,19.4,6,57,FRIDAY,X
42,19.4,84,0,83.1,8,186,MONDAY,D
150,22.7,93,0,296.8,11,240,SATURDAY,X
5,-15.5,54,0,41.8,10,18,MONDAY,X
100,16.9,57,0,402.4,11,297,SUNDAY,X
215,24.7,83,0,296.8,13,241,SUNDAY,X
14,20.2,51,0,27.7,0,323,FRIDAY,X
122,33.4,36,0,58.9,16,162,FRIDAY,X
0,17.2,70,0,83.1,3,181,WEDNESDAY,X
3,-3.6,70,0,6.5,4,5,TUESDAY,X
2,9.2,61,0,9.6,0,90,WEDNESDAY,X
41,2.3,61,0,70.7,15,338,SATURDAY,X
11,-8,54,0,6.8,13,41,WEDNESDAY,X
67,25.9,76,0,315.6,12,253,FRIDAY,X
11,-14.2,49,0,41.8,11,18,MONDAY,X
0,14.3,69,0,329.6,3,272,WEDNESDAY,X
170,28,54,0,400.2,18,291,MONDAY,X
82,17.1,88,0,68.9,16,168,THURSDAY,X
59,7.2,67,0,3.5,9,106,FRIDAY,D
6,-5.1,71,0,120.4,14,347,MONDAY,X
97,25.7,48,0,26.4,21,150,SUNDAY,D
21,7.4,91,0,9.3,15,8,FRIDAY,X
53,19,40,0,26,13,312,MONDAY,X
126,12.4,70,0,26,8,309,FRIDAY,X
78,9.5,79,0,3.5,19,110,TUESDAY,X
3,21.9,86,0,318.9,3,261,SATURDAY,D
28,10.2,86,0,45.8,14,31,SUNDAY,X
190,22.1,71,0,124.9,17,191,SATURDAY,X
5,-2.7,65,0,43.2,7,24,SUNDAY,X
2,15.8,70,0,400.8,3,294,THURSDAY,X
29,-10.7,55,0,6.8,8,42,THURSDAY,X
13,-4.7,61,0,120.8,17,351,FRIDAY,X
3,0.8,93,0.6,16.2,13,55,WEDNESDAY,X
114,17.3,84,0,345.9,19,273,THURSDAY,X
1,-17.2,60,0,127.5,0,354,MONDAY,X
5,3.6,79,0,38.9,23,329,THURSDAY,X
93,30,59,0,157.4,13,204,FRIDAY,X
47,20.7,88,0,328.4,23,267,FRIDAY,D
51,13.5,45,0,48.4,22,140,THURSDAY,X
7,15.1,88,0,19.8,23,90,WEDNESDAY,X
46,10.9,66,0,3.5,6,111,WEDNESDAY,X
58,24.4,45,0,316.8,12,256,MONDAY,X
63,17.3,85,0,345.9,20,273,THURSDAY,X
21,-4.4,65,0,42.8,19,20,WEDNESDAY,X
57,14.5,67,0,26,20,309,FRIDAY,X
3,24.6,81,0,117.6,3,189,THURSDAY,N
135,31.5,52,0,81,19,177,SATURDAY,X
4,-1.2,69,0,127.5,5,356,WEDNESDAY,X
121,23.1,78,0,201.3,19,213,SUNDAY,N
66,24.5,46,0,316.8,13,256,MONDAY,X
17,24.5,69,0,319.2,5,265,WEDNESDAY,N
62,25.9,75,0,315.6,13,252,THURSDAY,X
3,22,62,0,254.9,4,236,TUESDAY,X
19,-0.9,64,0,127.5,19,355,TUESDAY,X
2,14.7,44,0,48.4,4,141,FRIDAY,X
1,-7,53,0,41.8,0,20,WEDNESDAY,X
26,4.5,78,0,44.4,8,30,SATURDAY,X
4,3.5,76,0,38.9,0,331,SATURDAY,X
173,24.4,79,0,138.7,21,201,TUESDAY,N
10,23.9,86,0,244.3,8,233,SATURDAY,X
74,27.4,42,0,133.9,21,196,THURSDAY,X
18,-0.5,79,0,4.8,6,36,FRIDAY,X
55,0.2,59,0,32.4,13,325,SUNDAY,X
12,-4.5,46,0,6.8,13,43,FRIDAY,X
13,21.7,90,0,316.5,2,254,SATURDAY,X
198,17.3,35,0,0,15,142,SATURDAY,X
1,-1.8,65,0,6.3,1,4,MONDAY,X
31,7.6,42,0,135.1,13,363,WEDNESDAY,X
33,8.1,73,0,38.9,17,331,SATURDAY,X
169,20.4,47,0,26,16,310,SATURDAY,X
155,18.3,56,0,402.4,12,297,SUNDAY,X
3,-7,73,0,34.5,7,10,SUNDAY,X
67,7.1,73,0,9.6,8,88,MONDAY,X
82,9.6,75,0,411.8,7,300,WEDNESDAY,X
4,7.3,93,2.4,5.7,20,122,SUNDAY,D
34,-5.8,37,0,6.8,17,43,FRIDAY,X
31,-14.9,59,0,41.8,7,19,TUESDAY,X
7,4.7,92,0,34.8,6,72,SATURDAY,X
77,18.5,77,0,83.1,9,183,FRIDAY,X
35,21.4,74,0,317,23,258,WEDNESDAY,X
0,4.3,52,0,7.6,3,99,FRIDAY,X
5,-11.9,60,0,39.5,10,12,TUESDAY,X
32,20.1,79,0,317,5,259,THURSDAY,N
9,-3.9,75,0,123.4,9,352,SATURDAY,X
38,15.4,62,0,26,9,312,MONDAY,X
0,-3.1,61,0,92.7,2,343,THURSDAY,X
53,19,80,0,83.1,6,183,FRIDAY,X
44,-1.5,63,0,31.8,7,64,FRIDAY,X
5,12.4,69,0,26,5,310,SATURDAY,X
43,17.6,83,0,343.9,9,273,THURSDAY,X
40,21.8,52,0,69.8,5,173,TUESDAY,N
55,4.5,80,0,5.4,10,86,SATURDAY,X
3,29.2,74,0,201.4,2,225,FRIDAY,D
25,10.9,47,0.6,9.6,10,90,WEDNESDAY,X
31,21.7,63,0,254.9,5,236,TUESDAY,X
63,18.4,68,0,316.8,8,255,SUNDAY,X
242,24.6,82,0,296.8,14,241,SUNDAY,X
0,4.1,84,0,92.7,4,341,TUESDAY,X
138,20.6,48,0,0,7,145,TUESDAY,X
0,9.6,54,0,9.6,3,90,WEDNESDAY,X
5,-12.6,46,0,41.8,15,18,MONDAY,X
61,17.4,38,0,55.8,16,82,TUESDAY,X
55,14.7,75,0,49.1,10,159,TUESDAY,X
221,21.2,70,0,319.2,15,262,SUNDAY,D
1,0.6,68,0,43.2,4,25,MONDAY,X
6,23.8,74,0.6,241.6,4,232,FRIDAY,X
9,13.1,94,0,26,3,308,THURSDAY,X
55,28.7,62,0,124.9,10,193,MONDAY,X
9,20,61,0,68.9,3,170,SATURDAY,N
87,7.7,62,0,3.5,8,106,FRIDAY,D
78,3.5,77,0,55.8,16,79,SATURDAY,X
91,25.1,74,0,59.1,20,166,TUESDAY,X
39,11.7,82,0,400.8,14,294,THURSDAY,X
19,2.2,83,0,92.7,13,340,MONDAY,X
18,12.3,52,0,27.7,5,316,FRIDAY,X
14,6.1,54,0,135.1,18,361,MONDAY,X
42,6.9,88,0,3.5,6,110,TUESDAY,X
92,13.6,58,0,22.2,7,127,FRIDAY,D
6,-4.5,55,0,6.8,11,43,FRIDAY,X
47,6.4,91,0,24.6,16,91,THURSDAY,X
83,24.2,76,0,194.5,11,208,TUESDAY,X
5,14.7,72,0,12.8,1,113,FRIDAY,X
4,-16.1,58,0,127.5,20,353,SUNDAY,X
3,21.9,61,0,26.4,5,151,MONDAY,D
2,10.8,63,0,5.4,5,87,SUNDAY,X
4,27,69,0,201.3,3,218,FRIDAY,X
4,7,97,0,5.5,6,122,SUNDAY,D
178,18.3,68,0,83.1,17,183,FRIDAY,X
47,25.5,81,0,266.1,13,237,WEDNESDAY,X
40,11.5,73,0,402.4,11,298,MONDAY,X
3,25.7,74,0,201.4,4,223,WEDNESDAY,N
2,-5,65,0,29,23,61,TUESDAY,X
1,5.8,69,0,6.6,2,8,FRIDAY,X
306,13.5,92,0,26,0,308,THURSDAY,X
10,23.4,47,0,47.8,3,156,SATURDAY,D
94,26.8,70,0,138.7,16,203,THURSDAY,X
30,0.6,85,0,27.6,8,61,TUESDAY,X
28,19.6,44,0,83.1,23,183,FRIDAY,X
12,20.9,54,0,328.5,0,270,MONDAY,X
44,5.5,59,0,4.8,16,37,SATURDAY,X
29,23.5,63,0,201.4,7,220,SUNDAY,X
69,23.3,76,0,138.7,9,201,TUESDAY,N
5,4.8,90,0,14.4,7,9,SATURDAY,X
24,23.7,86,0,244.3,6,233,SATURDAY,X
236,23.8,42,0,47.8,17,155,FRIDAY,D
13,3.1,78,0,129.3,14,359,SATURDAY,X
29,14.8,43,0,9.6,13,90,WEDNESDAY,X
0,-0.4,77,0,120.4,4,347,MONDAY,X
30,14,58,0,19.5,19,59,SUNDAY,X
280,14.1,89,0,26,1,308,THURSDAY,X
75,22.3,55,0,254.9,10,235,MONDAY,X
26,3.2,58,0,29.4,15,93,SATURDAY,X
1,13,73,0,26,2,309,FRIDAY,X
73,17.3,64,0,83.1,6,181,WEDNESDAY,X
17,3,83,0,6.5,12,98,THURSDAY,X
159,23.7,91,0,197.6,18,210,THURSDAY,N
34,24.1,48,0,316.8,22,256,MONDAY,X
10,5.9,63,0,27.7,7,318,SUNDAY,X
59,4.9,59,0,70.7,16,337,FRIDAY,X
212,26.8,56,0,68.9,13,171,SUNDAY,N
5,19,72,0,17.4,4,307,WEDNESDAY,X
80,20.3,34,0,22.2,11,127,FRIDAY,D
72,6.5,80,0,34.8,7,70,THURSDAY,X
7,19.7,78,0,328.4,5,269,SUNDAY,N
59,31.7,59,0,305.6,13,250,TUESDAY,X
59,21.1,69,0,317,11,259,THURSDAY,N
87,21.5,82,0,271.1,13,239,FRIDAY,X
10,3.5,85,0,4.6,14,34,WEDNESDAY,X
7,7.4,93,0,14.4,23,8,FRIDAY,X
5,19.9,83,0,392.2,5,290,SUNDAY,X
94,31.4,72,0,138.7,20,203,THURSDAY,X
89,21.1,67,0,317,16,258,WEDNESDAY,X
58,26,72,0,194.5,15,208,TUESDAY,X
4,7.8,85,0,38.9,0,329,THURSDAY,X
77,19.8,85,0,47.9,15,156,SATURDAY,D
78,9.3,46,0,9.6,19,89,TUESDAY,X
18,1.5,68,0,14.7,9,54,TUESDAY,X
2,-10.9,57,0,120.7,5,349,WEDNESDAY,X
78,12,85,0,27.7,19,321,WEDNESDAY,X
54,28,61,0,83.1,22,187,TUESDAY,D
15,6.1,86,0.6,41.7,11,15,FRIDAY,X
175,26.4,29,0,22.2,16,127,FRIDAY,D
2,-15.5,53,0,41.8,22,17,SUNDAY,X
17,23.7,50,0,316.8,23,256,MONDAY,X
1,12.8,87,5.4,15.8,5,304,SUNDAY,X
67,18.9,51,0,0,10,144,MONDAY,X
100,21.2,83,0,400.2,14,290,SUNDAY,X
9,-1.9,69,0,14.7,14,48,WEDNESDAY,X
11,-6.2,46,0,120.7,15,349,WEDNESDAY,X
41,2.3,85,0,33.6,14,65,SATURDAY,X
64,26.8,58,0,20.8,14,147,THURSDAY,X
176,20.9,26,0,329.6,17,271,TUESDAY,X
76,5.1,89,0,34.8,11,72,SATURDAY,X
10,-2.1,72,0,14.7,12,48,WEDNESDAY,X
51,27.6,54,0,316.8,12,257,TUESDAY,X
72,19.8,44,0,0,11,144,MONDAY,X
29,10.4,91,0,13.1,19,300,WEDNESDAY,X
69,23.6,94,0,124.9,20,189,THURSDAY,N
73,14.1,38,0,48.4,20,140,THURSDAY,X
49,22,73,0,124.9,8,192,SUNDAY,X
28,9.1,85,0,45.9,15,31,SUNDAY,X
11,9.7,53,0,14.7,1,51,SATURDAY,X
44,11.7,53,0,27.7,14,314,WEDNESDAY,X
0,11.1,89,0,3.5,3,102,MONDAY,N
16,4.4,73,0,6.6,15,7,THURSDAY,X
3,8,65,0,39,23,332,SUNDAY,X
0,-5.4,48,0,6.8,0,43,FRIDAY,X
1,3.4,87,0,44.3,1,26,TUESDAY,X
34,3.9,59,0,70.7,20,337,FRIDAY,X
45,8.9,82,0,3.5,16,110,TUESDAY,X
20,6.3,67,0,38.9,12,330,FRIDAY,X
10,2.3,86,0,46,10,33,TUESDAY,X
56,24.7,66,0,20.8,13,147,THURSDAY,X
197,12.3,62,0,3.5,17,107,SATURDAY,D
32,-0.4,62,0,6.3,15,3,SUNDAY,X
31,7.2,87,0,20.5,9,119,THURSDAY,D
117,29.4,67,0,136.5,19,199,SUNDAY,D
13,11.3,42,0,55.8,23,76,WEDNESDAY,X
6,22.5,45,0,22.2,3,128,SATURDAY,D
