Checkouts,Temp,Humidity,Rain_Intensity,Rain_Total,Hour,DOY,Weekday,Cubs_Game
14,11.7,65,0,402.4,23,298,MONDAY,X
57,24.4,65,0,201.4,10,221,MONDAY,X
4,17.8,69,0,316.8,3,255,SUNDAY,X
8,-1.6,62,0,6.5,22,4,MONDAY,X
62,6.3,93,0,14.1,19,117,TUESDAY,N
53,17.1,75,0,400.2,15,293,WEDNESDAY,X
43,4.1,67,0,33.6,10,66,SUNDAY,X
61,25.6,60,0,124.9,22,192,SUNDAY,X
1,11.4,69,0,27.7,1,321,WEDNESDAY,X
37,16.9,87,0,346.1,22,273,THURSDAY,X
62,9.3,63,0,391.1,9,287,THURSDAY,X
2,1.9,45,0,19.4,13,57,FRIDAY,X
28,-3,69,0,42.8,16,21,THURSDAY,X
12,0.7,62,0,31.8,13,64,FRIDAY,X
98,8.3,72,0,27.7,7,314,WEDNESDAY,X
52,5.1,65,0,32.4,19,327,TUESDAY,X
20,17,88,0,346.1,23,273,THURSDAY,X
1,1.8,86,0,120.4,0,347,MONDAY,X
13,25.1,68,0,20.8,0,148,FRIDAY,D
7,2.1,81,0,55.8,7,80,SUNDAY,X
7,8.1,87,0,38.9,23,328,WEDNESDAY,X
152,24.1,84,0,197.6,8,211,FRIDAY,D
50,24.7,79,0,201.4,22,221,MONDAY,X
4,-5.3,51,0,6.8,5,43,FRIDAY,X
4,21.6,88,7.2,92.5,5,188,WEDNESDAY,D
3,9.8,53,0,27.7,0,319,MONDAY,X
32,21.8,74,0,305.6,23,247,SATURDAY,D
66,24.8,78,0,201.4,21,221,MONDAY,X
109,18.1,73,0,400.2,19,292,TUESDAY,X
48,12.6,81,0,27.7,21,321,WEDNESDAY,X
77,28.4,67,0,138.7,22,202,WEDNESDAY,D
130,22.4,78,0,316.6,10,254,SATURDAY,X
121,12.7,45,0,402.4,13,296,SATURDAY,X
15,18.4,36,0,0,5,144,MONDAY,X
13,9.1,87,1.8,7,18,87,SUNDAY,X
35,8.6,68,0,12.8,22,114,SATURDAY,X
71,30.8,44,0,232.6,14,230,WEDNESDAY,N
143,28.6,64,0,296.8,16,240,SATURDAY,X
0,11.7,64,0,402.4,3,299,TUESDAY,X
20,16.4,85,0,17.4,5,307,WEDNESDAY,X
22,12,50,0,9.6,12,90,WEDNESDAY,X
0,-5.5,59,0,29,1,62,WEDNESDAY,X
61,2.8,70,0,55.8,14,80,SUNDAY,X
10,-1.8,50,0,127.5,12,355,TUESDAY,X
79,18.4,49,0,391.3,19,288,FRIDAY,X
45,9.4,66,0,27.7,13,316,FRIDAY,X
14,19.4,80,0,83.1,5,183,FRIDAY,X
6,-9.1,71,0,34.5,13,11,MONDAY,X
2,10.4,68,0,27.7,2,314,WEDNESDAY,X
57,8.7,72,0,3.5,14,106,FRIDAY,D
20,13.3,82,0,334,14,272,WEDNESDAY,X
3,5.2,54,0,7.6,0,99,FRIDAY,X
20,10.2,67,0,23.5,7,129,SUNDAY,D
120,25.2,81,0,138.7,8,200,MONDAY,N
5,5.1,65,0,4.8,3,38,SUNDAY,X
4,24.5,58,0,201.4,2,222,TUESDAY,N
171,29.1,44,0,68.9,10,171,SUNDAY,N
31,6.3,68,0,38.9,13,330,FRIDAY,X
114,15.5,45,0,402.4,16,296,SATURDAY,X
3,-0.9,73,0,4.8,3,37,SATURDAY,X
47,-0.4,50,0,19.4,7,57,FRIDAY,X
18,19.7,77,0,17.4,5,306,TUESDAY,X
18,11.3,45,0,55.8,22,76,WEDNESDAY,X
170,24.6,61,0,305.6,18,248,SUNDAY,D
219,20.9,61,0,254.9,11,234,SUNDAY,X
48,1.8,82,0,14.7,8,53,MONDAY,X
22,17.1,78,0,353.9,22,276,SUNDAY,X
8,21.3,87,15,102,6,188,WEDNESDAY,D
26,8,79,0,12.9,10,123,MONDAY,X
56,8.6,79,0,52.3,8,333,MONDAY,X
2,-16.6,58,0,127.5,22,353,SUNDAY,X
2,5.4,81,0,38.9,6,329,THURSDAY,X
29,4.3,83,0,38.9,10,332,SUNDAY,X
44,-1.9,64,0,92.7,17,342,WEDNESDAY,X
73,6.6,61,0,3.5,8,104,WEDNESDAY,N
139,19.1,45,0,391.3,17,288,FRIDAY,X
163,23.2,51,0,316.8,17,255,SUNDAY,X
143,24.1,84,0,83.1,12,178,SUNDAY,X
23,6.3,69,0,38.9,15,330,FRIDAY,X
99,8,68,0,391.1,8,287,THURSDAY,X
13,24.9,40,0,69.8,1,173,TUESDAY,N
152,25.3,76,0,232.6,17,230,WEDNESDAY,N
21,-4.6,66,0,42.8,18,20,WEDNESDAY,X
137,20.7,77,0,391.3,17,289,SATURDAY,X
12,4.2,76,0,5.4,7,86,SATURDAY,X
36,9.5,89,0,3.1,18,97,WEDNESDAY,X
124,26.6,52,0,194.5,20,207,MONDAY,X
6,-11.2,60,0,39.5,12,12,TUESDAY,X
7,23.3,87,0,189.1,2,206,SUNDAY,X
191,26.9,29,0,22.2,17,127,FRIDAY,D
8,2.6,80,0,129.3,15,359,SATURDAY,X
224,24.8,71,0,201.3,15,219,SATURDAY,X
62,23.2,78,0,20.8,9,147,THURSDAY,X
66,20.2,77,0,317,9,259,THURSDAY,N
36,8.2,74,0,13.2,10,301,THURSDAY,X
30,6.8,83,0,22.2,10,126,THURSDAY,N
1,5.4,66,0,34.1,1,328,WEDNESDAY,X
0,10.1,69,10.2,406.3,3,300,WEDNESDAY,X
0,4.8,96,0,4.6,2,34,WEDNESDAY,X
4,16.1,68,0,49.1,4,159,TUESDAY,X
176,24.4,87,0,296.8,11,241,SUNDAY,X
118,26.3,86,0,201.4,8,225,FRIDAY,D
40,9.2,71,0,13.2,12,301,THURSDAY,X
230,20.4,85,0,328.4,15,268,SATURDAY,D
27,2.8,84,0,14.7,20,54,TUESDAY,X
148,22.7,49,0,69.8,8,173,TUESDAY,N
22,0.4,63,0,31.8,12,64,FRIDAY,X
13,16.8,96,0,20.8,23,146,WEDNESDAY,X
57,22.8,47,0,254.9,11,235,MONDAY,X
10,-0.1,69,0,44.4,15,26,TUESDAY,X
15,19.7,73,0,134,2,198,SATURDAY,D
5,-1.4,61,0,6.3,20,3,SUNDAY,X
162,27.5,40,0,319.2,17,261,SATURDAY,D
63,20.5,78,0,124.9,7,191,SATURDAY,X
57,16.9,87,0,346.4,19,274,FRIDAY,X
70,15.7,74,0,49.1,14,159,TUESDAY,X
4,2.8,71,0,33.6,23,65,SATURDAY,X
24,1.9,81,0,14.7,15,53,MONDAY,X
25,5.8,67,0,70.7,15,336,THURSDAY,X
1,9.8,46,0,55.8,2,77,THURSDAY,X
8,24.2,84,0,244.3,4,233,SATURDAY,X
99,8.8,59,0,9.6,8,90,WEDNESDAY,X
11,16.7,76,0,49.1,0,159,TUESDAY,X
5,22,88,0,316.5,3,254,SATURDAY,X
2,-6.7,51,0,29,4,62,WEDNESDAY,X
55,25.2,59,0,353.9,13,279,WEDNESDAY,X
73,29.5,57,0,232.6,12,230,WEDNESDAY,N
8,21.4,74,0,317,0,259,THURSDAY,N
42,30.8,62,0,305.6,22,250,TUESDAY,X
39,6.2,88,0,20.5,21,120,FRIDAY,D
8,7.4,94,3,35.6,16,121,SATURDAY,X
13,5.9,95,0,47,17,73,SUNDAY,X
151,21.3,69,0,317,19,258,WEDNESDAY,X
4,-0.5,73,0,4.8,14,39,MONDAY,X
46,21.1,91,0,271.1,11,238,THURSDAY,X
17,5.1,51,0,7.6,23,98,THURSDAY,X
30,2.6,59,0,135.1,17,364,THURSDAY,X
111,10.1,73,0,402.4,7,298,MONDAY,X
2,-12.6,46,0,6.8,1,44,SATURDAY,X
15,24.6,91,0,224.9,1,226,SATURDAY,D
7,16.5,81,1.8,7.4,22,111,WEDNESDAY,X
81,11.8,68,0,27.7,8,316,FRIDAY,X
192,30.4,58,0,305.6,14,249,MONDAY,X
24,4.6,72,0,55.8,11,78,FRIDAY,X
17,7.9,75,0,38.9,20,331,SATURDAY,X
1,22.2,82,0,319.2,2,264,TUESDAY,N
110,22.1,56,0,134,21,198,SATURDAY,D
1,18.3,76,0,17.4,2,306,TUESDAY,X
47,10.1,55,0,12.9,6,124,TUESDAY,X
41,24.5,69,0,20.8,10,147,THURSDAY,X
4,-7.7,69,0,6.8,21,40,TUESDAY,X
42,10.8,61,0,33.6,6,67,MONDAY,X
12,9.4,89,0.6,52.4,13,333,MONDAY,X
61,11.9,85,0,391.1,19,286,WEDNESDAY,X
47,18.2,31,0,329.6,10,271,TUESDAY,X
67,12.4,39,0,14.7,10,51,SATURDAY,X
15,-8.4,54,0,120.7,9,349,WEDNESDAY,X
1,-1.9,57,0,43.2,4,24,SUNDAY,X
2,9.9,63,0,12.9,1,124,TUESDAY,X
10,-8,46,0,41.8,14,19,TUESDAY,X
4,-0.4,71,0,43.2,6,23,SATURDAY,X
85,25,75,0,59.1,21,166,TUESDAY,X
55,2.1,72,0,55.8,7,81,MONDAY,X
194,24.9,62,0,319.2,12,261,SATURDAY,D
126,12.8,78,0,48.4,8,141,FRIDAY,X
4,1.3,88,0,129.3,10,360,SUNDAY,X
43,3.4,80,0,55.8,9,79,SATURDAY,X
6,21.9,44,0,83.1,2,182,THURSDAY,X
185,21.6,70,0,124.9,15,191,SATURDAY,X
69,4.7,70,0,70.7,17,335,WEDNESDAY,X
75,23.4,76,0,194.6,6,209,WEDNESDAY,N
21,20,72,0,353.9,23,278,TUESDAY,X
25,16.7,86,0,346.4,23,274,FRIDAY,X
0,15.4,61,0,23.5,3,130,MONDAY,X
137,14.4,66,0,26,17,309,FRIDAY,X
3,2.8,87,1.8,129.3,22,358,FRIDAY,X
16,-2.4,73,0,14.7,6,49,THURSDAY,X
18,7,89,0,14.1,13,118,WEDNESDAY,X
24,15.4,89,0,353.9,7,276,SUNDAY,X
69,19.9,34,0,22.2,10,127,FRIDAY,D
63,22.1,58,0,316.8,20,255,SUNDAY,X
78,22.7,84,0,201.3,6,214,MONDAY,N
67,15.5,67,0,9.6,17,90,WEDNESDAY,X
101,25.6,78,0,232.6,16,229,TUESDAY,N
69,27.4,66,0,315.6,21,252,THURSDAY,X
6,21.6,94,0,124.9,1,190,FRIDAY,X
6,17,53,0,26,23,311,SUNDAY,X
49,11.4,84,0,27.7,16,321,WEDNESDAY,X
99,8.3,80,0,12.9,7,123,MONDAY,X
83,3,63,0,32.4,17,326,MONDAY,X
161,16.9,72,0,400.2,17,293,WEDNESDAY,X
216,23.1,50,0,48.4,13,157,SUNDAY,D
50,9.5,60,0,44.4,16,30,SATURDAY,X
23,-7.3,56,0,6.8,11,45,SUNDAY,X
6,9,55,0,9.6,23,89,TUESDAY,X
12,21.4,64,0,124.9,4,192,SUNDAY,X
15,1.3,87,0,18.1,19,55,WEDNESDAY,X
16,16.6,86,0,34.8,14,69,WEDNESDAY,X
79,15.1,81,0,49.1,12,160,WEDNESDAY,X
19,-4.4,66,0,4.7,9,35,THURSDAY,X
35,19.8,87,7.2,320.7,8,265,WEDNESDAY,N
34,-0.6,51,0,11.7,13,100,SATURDAY,X
138,25.4,67,0,138.7,7,202,WEDNESDAY,D
8,-3.3,70,0,6.3,9,1,FRIDAY,X
119,21.9,84,0,80.9,14,176,FRIDAY,X
1,-3.6,82,0.6,120.6,4,348,TUESDAY,X
102,14.4,63,0,26,8,312,MONDAY,X
224,13.9,75,0,0,13,143,SUNDAY,X
60,13.6,50,0,48.4,15,140,THURSDAY,X
77,29.9,65,0,201.4,9,224,THURSDAY,N
2,3.7,76,0,38.9,0,330,FRIDAY,X
129,21.9,79,0,80.9,15,176,FRIDAY,X
47,2.9,83,0,14.7,14,52,SUNDAY,X
7,0.9,76,0,44.4,5,26,TUESDAY,X
4,23.6,86,0,201.3,2,215,TUESDAY,N
46,1.8,60,0,70.7,11,338,SATURDAY,X
29,1,70,0,135.1,7,364,THURSDAY,X
17,21.2,86,0,316.8,23,257,TUESDAY,X
9,-4.3,63,0,92.7,22,344,FRIDAY,X
55,23,75,0,400.2,11,291,MONDAY,X
57,1.2,71,0,14.7,7,54,TUESDAY,X
0,-13.1,41,0,6.8,2,44,SATURDAY,X
88,11.1,85,0,23.5,7,130,MONDAY,X
11,-15.6,64,0,34.5,6,11,MONDAY,X
10,-0.2,63,0,43.2,22,23,SATURDAY,X
131,9.7,67,0,3.5,17,106,FRIDAY,D
9,-10,41,0,6.8,21,43,FRIDAY,X
59,18.4,64,0,376.4,13,281,FRIDAY,X
26,2.7,82,0,22.9,16,60,MONDAY,X
16,2.3,82,0,14.7,12,53,MONDAY,X
34,12.3,78,0,23.5,10,130,MONDAY,X
0,-1.9,74,0,14.7,3,49,THURSDAY,X
0,-14.4,56,0,120.7,3,350,THURSDAY,X
13,17.3,50,0,26,23,312,MONDAY,X
5,20.1,74,0,13.2,5,303,SATURDAY,X
52,10.9,70,0,402.4,15,298,MONDAY,X
30,7.5,81,0,22.2,11,126,THURSDAY,N
1,-2.7,71,0,6.3,6,2,SATURDAY,X
17,-1.5,61,0,92.7,10,342,WEDNESDAY,X
3,2.1,61,0,70.7,5,338,SATURDAY,X
89,10.9,66,0,402.4,16,298,MONDAY,X
3,7.2,98,0,5.5,5,122,SUNDAY,D
85,9,52,0,55.8,8,82,TUESDAY,X
5,22.5,95,0,230,0,229,TUESDAY,D
116,10.9,63,0,402.4,7,299,TUESDAY,X
37,25,52,0,124.9,23,190,FRIDAY,X
27,2.9,69,0,22.8,6,60,MONDAY,X
17,9.1,55,0,27.7,5,315,THURSDAY,X
61,15.5,64,0,376.5,11,284,MONDAY,X
133,20.3,59,0,83.1,9,184,SATURDAY,X
60,12.5,69,0,26,6,309,FRIDAY,X
36,5.1,79,0,9.6,21,88,MONDAY,X
205,24.1,67,0,305.6,13,248,SUNDAY,D
20,2.3,62,0,28.5,8,93,SATURDAY,X
200,20.9,46,0,83.1,11,184,SATURDAY,X
45,10.8,71,0,3.5,11,111,WEDNESDAY,X
13,9.8,87,0,44.8,8,31,SUNDAY,X
3,18.6,38,0,3.5,5,108,SUNDAY,D
53,27.2,76,0,266.1,14,237,WEDNESDAY,X
20,10.9,57,0,55.8,22,82,TUESDAY,X
11,-9.2,57,0,6.8,10,42,THURSDAY,X
164,25.5,67,0,328.4,14,269,SUNDAY,N
8,12.1,96,0,26,4,308,THURSDAY,X
8,4.7,70,0,3.5,5,104,WEDNESDAY,N
7,-13.4,45,0,6.8,8,44,SATURDAY,X
86,28.2,66,0,296.8,20,240,SATURDAY,X
133,26.9,71,0,83.1,18,178,SUNDAY,X
7,-3.6,69,0,92.7,23,343,THURSDAY,X
73,23.5,76,0,201.3,6,215,TUESDAY,N
0,22.3,95,0,232.4,3,229,TUESDAY,D
158,21.4,61,0,319.2,10,262,SUNDAY,D
7,-17.9,60,0,41.8,8,18,MONDAY,X
9,5.7,63,0,27.7,6,318,SUNDAY,X
225,23.2,71,0,124.9,14,192,SUNDAY,X
19,-2,51,0,4.7,13,35,THURSDAY,X
147,13.2,63,0,376.5,10,283,SUNDAY,X
0,8.8,55,0,3.5,2,105,THURSDAY,N
82,15.7,66,0,376.5,15,281,FRIDAY,X
12,-5,67,0,92.7,15,343,THURSDAY,X
28,21.6,63,0,134,7,199,SUNDAY,D
18,20.3,90,7.2,9.3,19,146,WEDNESDAY,X
30,19.3,74,0,328.4,7,269,SUNDAY,N
16,6.1,59,0,32.1,23,323,FRIDAY,X
2,7.4,95,0.6,37.9,17,121,SATURDAY,X
77,29.4,61,0,124.9,21,193,MONDAY,X
92,20,60,0,33.6,19,68,TUESDAY,X
14,-5.5,56,0,120.8,14,351,FRIDAY,X
6,-0.8,89,0,33,23,64,FRIDAY,X
11,19.4,81,1.8,50.3,15,161,THURSDAY,X
160,17.6,81,0,353.9,11,276,SUNDAY,X
2,3.6,80,0,29.7,1,95,MONDAY,X
43,26.6,56,0,400.2,21,291,MONDAY,X
53,26.4,56,0,328.4,12,266,THURSDAY,X
60,22.4,52,0,316.8,9,256,MONDAY,X
68,10.5,56,0,33.6,15,66,SUNDAY,X
38,23.4,79,0,133.1,20,195,WEDNESDAY,X
67,13.2,56,0,391.3,9,288,FRIDAY,X
32,5.2,87,0,55.8,16,83,WEDNESDAY,X
34,23.8,74,0,201.3,5,215,TUESDAY,N
152,32.6,65,0,189.1,13,206,SUNDAY,X
37,15.2,85,0,336.6,18,272,WEDNESDAY,X
6,10.3,86,4.2,54.3,14,333,MONDAY,X
16,15,86,0,391.3,6,289,SATURDAY,X
13,5.2,90,0,37.1,6,328,WEDNESDAY,X
6,22.3,78,0,26.4,2,149,SATURDAY,D
10,-7.8,51,0,120.8,9,351,FRIDAY,X
1,2.9,69,0,135.1,1,364,THURSDAY,X
28,-3.6,72,0,40.1,18,13,WEDNESDAY,X
138,21.9,68,0,376.4,7,281,FRIDAY,X
54,6.9,39,0,29.4,11,94,SUNDAY,X
49,16.5,60,0,376.5,23,282,SATURDAY,X
74,19.8,88,0,80.9,15,175,THURSDAY,X
51,13.1,69,0,48.4,10,141,FRIDAY,X
21,21.2,81,0,20.8,5,148,FRIDAY,D
2,-1.9,79,0,12.4,23,46,MONDAY,X
9,21.4,62,0,17.4,0,307,WEDNESDAY,X
2,21.6,49,0,316.8,1,256,MONDAY,X
125,28.5,67,0,157.4,16,204,FRIDAY,X
50,18.8,81,0,400.2,14,292,TUESDAY,X
5,7.9,59,0,14.7,1,50,FRIDAY,X
176,16.9,62,0,59,11,164,SUNDAY,X
11,4.6,82,0,5.4,23,85,FRIDAY,X
8,1.8,85,0,129.3,13,360,SUNDAY,X
7,-4.4,73,0,120.4,11,347,MONDAY,X
48,13.3,63,0,24.6,19,91,THURSDAY,X
40,15.1,61,0,27.7,20,319,MONDAY,X
33,10.6,90,1.2,60.5,17,333,MONDAY,X
34,16.6,37,0,12.9,14,124,TUESDAY,X
13,1.9,55,0,6.5,11,6,WEDNESDAY,X
0,-2.1,66,0,6.3,2,4,MONDAY,X
214,26.5,46,0,26.4,17,150,SUNDAY,D
51,20.2,58,0,316.8,21,254,SATURDAY,X
7,4.4,73,0,22.8,22,59,SUNDAY,X
160,24.5,64,0,201.4,17,220,SUNDAY,X
10,14.1,77,0,402.4,0,298,MONDAY,X
71,32.8,30,0,83.1,14,179,MONDAY,X
92,25.5,63,0,194.5,12,207,MONDAY,X
55,14.7,80,0,49.1,13,160,WEDNESDAY,X
182,9.6,73,0,3.5,11,107,SATURDAY,D
215,23.4,49,0,254.9,14,234,SUNDAY,X
156,22,88,0,83.1,18,186,MONDAY,D
1,4.4,87,0,34.8,3,71,FRIDAY,X
1,7,57,0,402.4,3,296,SATURDAY,X
0,11.6,61,1.8,403,2,300,WEDNESDAY,X
151,25.7,79,0,296.8,13,240,SATURDAY,X
6,-0.8,68,0,6.3,23,2,SATURDAY,X
12,1.8,90,0.6,92.7,19,339,SUNDAY,X
23,24.5,90,0,221.8,22,225,FRIDAY,D
63,27.5,52,0,328.4,15,266,THURSDAY,X
101,24.2,73,0,201.4,20,220,SUNDAY,X
8,8.9,58,0,27.7,5,319,MONDAY,X
71,23.4,63,0,69.8,9,174,WEDNESDAY,D
14,13.9,93,0,12.7,5,112,THURSDAY,X
61,27.9,59,0,201.3,10,216,WEDNESDAY,D
24,19.8,63,0,377.4,5,286,WEDNESDAY,X
30,6.7,98,0,5.5,9,122,SUNDAY,D
31,13.8,60,0,5.4,16,87,SUNDAY,X
41,7,79,0,40.1,7,15,FRIDAY,X
49,24.2,88,0,303.1,12,243,TUESDAY,N
26,2,74,0,28.6,9,93,SATURDAY,X
70,30.7,40,0,133.9,14,196,THURSDAY,X
58,7,98,0,5.5,11,122,SUNDAY,D
126,21.7,85,0,80.9,12,176,FRIDAY,X
7,23.7,70,0,271.1,1,239,FRIDAY,X
15,4.4,65,0,43.2,12,25,MONDAY,X
91,23.2,67,0,319.2,21,264,TUESDAY,N
72,22,58,0,26.4,12,152,TUESDAY,N
196,26,61,0,26.4,15,149,SATURDAY,D
3,-4.6,83,0,123.3,23,351,FRIDAY,X
12,23.5,87,0,296.8,6,241,SUNDAY,X
112,11.7,76,0,17.4,16,304,SUNDAY,X
56,7.1,62,0,33.6,12,66,SUNDAY,X
213,24.6,83,0,225.2,16,226,SATURDAY,D
137,15.1,54,0,22.2,8,127,FRIDAY,D
150,31,49,0,138.7,16,202,WEDNESDAY,D
1,4.5,90,0,55.8,2,83,WEDNESDAY,X
5,4.8,84,0,34.8,0,71,FRIDAY,X
13,-4.9,73,0,120.4,13,347,MONDAY,X
199,22.2,29,0,0,17,144,MONDAY,X
55,15.2,60,0,26,21,309,FRIDAY,X
43,3.8,62,0,4.8,14,37,SATURDAY,X
7,3,76,0,38.9,2,331,SATURDAY,X
16,15.3,69,0,12.8,23,112,THURSDAY,X
29,14.2,54,0,70.7,13,334,TUESDAY,X
1,-9.5,59,0,6.8,3,41,WEDNESDAY,X
1,24.5,62,0,400.2,2,292,TUESDAY,X
23,28.6,70,0,305.6,23,249,MONDAY,X
36,3.5,81,0,33.6,10,65,SATURDAY,X
31,24.9,85,0,297.5,0,243,TUESDAY,N
69,19.7,77,0,20.8,22,147,THURSDAY,X
145,25.1,56,0,26.4,10,150,SUNDAY,D
30,11.2,58,0,14.7,19,50,FRIDAY,X
29,-0.7,69,0,44.4,15,29,FRIDAY,X
17,5.2,64,0,70.7,13,335,WEDNESDAY,X
25,12.2,77,0,70.7,21,334,TUESDAY,X
1,9.3,54,0,27.7,2,319,MONDAY,X
33,-6,57,0,6.8,18,42,THURSDAY,X
2,20,97,0,80.9,3,175,THURSDAY,X
130,19.5,55,0,402.4,13,297,SUNDAY,X
6,24.6,61,0,400.2,1,292,TUESDAY,X
50,15,66,0,376.5,21,282,SATURDAY,X
5,0.2,53,0,44.4,23,28,THURSDAY,X
10,4.9,95,0,55.9,22,83,WEDNESDAY,X
30,5.6,60,0,4.8,19,37,SATURDAY,X
209,25.2,44,0,254.9,18,235,MONDAY,X
25,2.7,64,0,55.8,10,81,MONDAY,X
213,23.2,49,0,69.8,19,173,TUESDAY,N
7,-8.6,72,0,34.5,14,11,MONDAY,X
22,-1.5,60,0,44.4,6,27,WEDNESDAY,X
18,5.7,66,0,135.1,20,363,WEDNESDAY,X
14,25.6,76,0,244.3,2,233,SATURDAY,X
74,25,84,0,296.8,9,242,MONDAY,N
152,21.2,65,0,133.9,7,197,FRIDAY,D
108,23,56,0,69.8,20,173,TUESDAY,N
56,13.8,69,0,26,8,311,SUNDAY,X
168,22,48,0,402.4,15,297,SUNDAY,X
169,23.1,58,0,69.8,17,173,TUESDAY,N
16,-10.4,59,0,6.8,6,41,WEDNESDAY,X
1,-2.6,87,0,28.5,14,61,TUESDAY,X
22,8.2,83,0,49,21,74,MONDAY,X
29,6.8,56,0,135.1,16,363,WEDNESDAY,X
61,12,70,0,400.8,20,294,THURSDAY,X
70,21.3,43,0,0,6,145,TUESDAY,X
6,25.5,68,0,194.5,4,207,MONDAY,X
0,6.6,85,0,52.3,4,333,MONDAY,X
103,27.7,62,0,201.4,22,223,WEDNESDAY,N
42,6.8,90,0,12.8,7,114,SATURDAY,X
9,21.4,94,5.4,172.5,23,205,SATURDAY,X
14,29.8,70,0,201.4,1,225,FRIDAY,D
66,22.8,92,0,253.9,10,233,SATURDAY,X
5,4.2,74,0,70.7,1,337,FRIDAY,X
20,11.5,69,0,402.4,5,298,MONDAY,X
42,23,74,0,26.4,8,149,SATURDAY,D
30,22.2,57,0,328.5,23,269,SUNDAY,N
48,-0.3,56,0,32.4,11,325,SUNDAY,X
30,5.7,78,0,26.2,13,92,FRIDAY,X
4,11.4,84,0,13.2,4,301,THURSDAY,X
46,10.8,70,0,402.4,6,298,MONDAY,X
11,-0.6,62,0,92.7,15,342,WEDNESDAY,X
176,21.5,24,0,329.6,17,270,MONDAY,X
4,23.3,31,0,0,1,145,TUESDAY,X
39,21.7,35,0,0,22,144,MONDAY,X
51,14.3,55,0,70.7,16,334,TUESDAY,X
2,5,96,0,56.9,4,84,THURSDAY,X
41,23.6,88,0,303.1,10,243,TUESDAY,N
4,14.3,65,0,376.5,4,284,MONDAY,X
53,7,91,0,20.5,19,119,THURSDAY,D
111,24.7,30,0,22.2,15,127,FRIDAY,D
38,14.5,89,0,12.7,13,112,THURSDAY,X
27,32.2,68,0,189.7,18,206,SUNDAY,X
110,12.6,48,0,12.9,8,124,TUESDAY,X
53,27.8,29,0,49.1,11,158,MONDAY,X
22,10.1,59,0,3.5,0,107,SATURDAY,D
53,20.3,33,0,329.6,12,270,MONDAY,X
220,25.5,73,0,225.2,13,227,SUNDAY,N
162,16.6,59,0,59,17,164,SUNDAY,X
1,-5.2,66,0,92.7,5,345,SATURDAY,X
161,20.9,59,0,83.1,18,184,SATURDAY,X
67,20.8,65,0,305.6,9,246,FRIDAY,D
46,19.2,57,0,376.8,9,285,TUESDAY,X
24,2.2,81,0,46,6,32,MONDAY,X
75,22.4,46,0,254.9,9,235,MONDAY,X
19,2.4,89,3,3.6,17,84,THURSDAY,X
78,6.8,88,0,14.1,7,118,WEDNESDAY,X
157,20.9,25,0,329.6,18,270,MONDAY,X
3,8.4,88,0,49,4,75,TUESDAY,X
6,-0.1,69,0,6.3,23,1,FRIDAY,X
0,12.1,77,0,402.4,3,298,MONDAY,X
55,19.6,65,0,68.9,23,169,FRIDAY,D
24,-4.8,51,0,127.5,8,355,TUESDAY,X
7,20.4,74,0,317,4,259,THURSDAY,N
39,6.2,90,0,49,6,75,TUESDAY,X
32,9.1,58,0,14.7,22,51,SATURDAY,X
12,19.9,87,0,328.4,2,268,SATURDAY,D
82,28.8,57,0,83.1,21,187,TUESDAY,D
14,9.1,66,0,12.8,23,114,SATURDAY,X
13,-0.2,68,0,43.2,20,23,SATURDAY,X
33,3.4,60,0,127.5,16,356,WEDNESDAY,X
3,6.5,87,0,12.8,5,114,SATURDAY,X
87,23.1,85,0,138.7,13,201,TUESDAY,N
29,23.5,76,0,315.9,22,253,FRIDAY,X
85,25.8,38,0,319.2,20,261,SATURDAY,D
21,-3.5,74,0,6.3,9,2,SATURDAY,X
125,21.5,82,0,400.2,7,291,MONDAY,X
55,15.1,56,0,376.5,20,281,FRIDAY,X
41,0.7,73,0,44.4,7,26,TUESDAY,X
138,23.2,91,0,232.6,7,229,TUESDAY,N
76,29.8,42,0,68.9,21,171,SUNDAY,N
3,11,89,0,3.5,4,102,MONDAY,N
7,6.8,82,1.8,40.4,10,15,FRIDAY,X
59,4.9,77,0,26,7,92,FRIDAY,X
8,12.6,62,0,12.8,3,115,SUNDAY,X
3,8.1,86,0,34.9,3,73,SUNDAY,X
4,23.2,84,0,305,4,244,WEDNESDAY,N
100,24.1,33,0,49.1,20,158,MONDAY,X
2,6.8,77,0,22.2,1,126,THURSDAY,N
92,24.3,69,0,20.8,11,148,FRIDAY,D
11,-5.2,66,0,29,21,61,TUESDAY,X
9,1.1,70,0,6.3,18,2,SATURDAY,X
20,22.8,85,0,201.3,5,214,MONDAY,N
4,15.9,68,0,49.1,1,161,THURSDAY,X
14,-12.5,45,0,6.8,9,44,SATURDAY,X
21,18.3,87,0,381.8,14,286,WEDNESDAY,X
108,10.9,69,0,5.4,14,87,SUNDAY,X
21,0.1,75,0,4.8,21,36,FRIDAY,X
59,17.1,68,0,376.5,14,284,MONDAY,X
37,7.5,91,0,14.1,22,117,TUESDAY,N
13,22.6,88,0,229.8,22,228,MONDAY,X
36,4.1,48,0,32.4,14,324,SATURDAY,X
59,8.9,64,0,27.7,18,316,FRIDAY,X
3,9.3,74,0,44.8,3,31,SUNDAY,X
36,8.7,70,0,22.2,11,125,WEDNESDAY,X
245,27.3,70,0,201.4,18,223,WEDNESDAY,N
34,0.7,75,0,5.4,7,85,FRIDAY,X
26,11,74,0,54.5,6,76,WEDNESDAY,X
11,2.8,71,0,33.6,7,66,SUNDAY,X
